0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
100011110111010110;100011001001111000;000100101110000000;000101100000100000;100000010000010000;100000000001000001;100011001101000000;000000000100000000;000010000100000000;100000000101000000;100010110001001000;100000110001000110;110100000000000001;100100001000000000;000010010011100000;000000000001100010;010000001000000000;100000000100000001;100001100001100000;000000100000000000;100000000100010001;110101000000000101;011001011010000010;100001000000101000;100110000000000000
000111011100011001;000000000001000010;111000111011101111;100011011111111111;010000000000001000;000111000100001101;100000000000000110;100000000100000001;000000000001000010;011010000000000010;100000000000100000;100000010010000000;110000000000000100;000000001001000000;000110000000001111;000000000000100100;000000100010000000;000000000001000010;000000110110100100;100000000001000100;101111111100000010;000000000000100010;100000010000001000;100000001010000000;100000010010000000
010101101101011110;111010011010011101;110000100111111001;110000000000001001;010000000000000010;100000010000010000;101000001001000001;000100000000000100;111000110000010000;000000000010011000;100000000101000000;000000000010001000;000000000110000001;000000000100100000;000001100000000001;000011000000000000;100101000010010001;001001010000011000;010011000000000001;000000000000110000;001000010000000000;100101001000000100;011000111100001000;100011000000101100;000100101000000010
000011011010011110;100000100000001000;100000000000000101;000001000000000100;110100100000000001;101000100001100000;100000010000000000;010000001010000010;100000011000101000;100000000000000101;000000011001001000;100100000000000001;100000000011000101;100000000010000001;110010000110011101;000000100000010000;000000110000100000;100011100100000010;001000000010000110;000000001000010000;100001001010001000;100001000001000100;100000001000001000;111110001001111010;000000000001000001
001110010101110011;000111010001111111;000000000000100100;101000000001111100;000000100000000100;100000001000000001;000100001000000000;000001001000000000;000000001101010000;010000100001101011;100010000000001001;010100010001000000;000000000110000000;100110000000010110;100001100001100000;000000000001000001;100110000000000010;000000100001011000;100000001000001000;101111100100000010;000001000000000001;000000000000000101;001101010001000100;101011000000000100;111011000000110010
010100011010100011;101101101101111011;000100001000000001;010000000100000000;010111000101100001;100000010000100000;000000101000000000;000000000100000010;000011010000000100;101001001000000100;000000000000000011;000000010100001011;100000010000000000;101101010000001010;000100000110101011;000000000001010101;000001000100000000;110000001000011001;001100001001000010;110100000000000000;011000101000001000;001001000000010001;000010010000110000;011000000000000000;101000001000101010
011111101101000010;100100010101111010;001000010000000000;110000000000000100;100000001000001000;000000011011001000;010100100000000001;101010100100000000;000000010000011110;000000000001000011;000000100110001001;110000100010111011;110001100001000000;000001010000100001;100100000000010000;000001000000000010;010000001000001100;100110100000000000;100000000100000001;100010100001100001;001011000110000110;000010000000000010;000010000000000000;000000000100000010;100010000000000001
100110001110111110;000000001000000001;111010000100100111;100101010101110101;000000000100011000;110001100110000001;100100001100000001;010010010001000011;000001010100000001;100000010010111010;100000001000000010;000001001000010000;110000101011111000;000100001000000010;010100001100000001;100100001010010001;000000001010010100;100000100010000000;100000101000000000;000001000100000000;000000000010000001;011001010000101000;100000010000001001;000000000000000010;100000110000000000
000111110101110011;000111100101001001;011010010100111011;100000001100000000;000000011000000000;111000000000010110;000000000000010001;001010010000011101;000000011000010000;101001010010010000;000000110010001000;100001100110001011;101100010000101011;000000000100000001;100100001000000000;011110000000100110;000000000001100000;100001101000000000;001011100001101001;100000101000000000;000100000101000001;100000110000000000;000000000000010100;100000100000000010;101111000000000010
011001001101010101;101111011110011101;001110111010100011;000110001100000100;100000011001010000;000100000000000001;000001001000000000;011000000000100001;001001100000100001;101000000000000001;100000000001000001;000101011100001011;000010001000110000;100001100001000000;000000000000000101;100100001000000000;100000000000100001;000101011110001000;001000100000000000;000100101000000100;000011001101100000;100000000100000010;100000000000001110;101000100000000000;011000001000110000
101101111111010101;001110111010100101;000110001011100100;000000010100000000;101010010111000010;000000011000000000;000110110000000110;100100011001000010;010001001010000010;000000010000100000;101100000000000010;000000001001110001;000000001000000001;100001001000000000;000000001001000000;110000000100000000;100001100001100000;100000000001000010;100000001000001000;100001000100100110;010010011001111000;101000000100000000;000100000000000000;100110000000000000;100001000000011001
100110001100100101;000000001000000001;100111010100101101;010111011110011100;110001010110001000;000001111111011101;010010010001000011;000001000100000000;110000111001001010;101000001000000000;000101000010000101;011101000000010001;100010000000000001;001001000000011101;010010001001100000;001011000010000001;101101011100001000;100000001000000100;101111100100000010;101100000010000001;000000010000010001;100000000100000001;000000001001111010;100000000010000011;100000001001101110
101101001001111001;101111101011001111;110101010000001010;100010001000000000;000000000000000101;101010101000000000;100000001010000000;000000010001000000;010101010010000110;010000101101001000;000111101101001000;000100110000000010;100010011000000000;000000100000000001;100000110101000000;010000001010000000;100000000000001100;010010001010001000;100001000100100101;100000001010000000;000000111101000010;000000100001011000;000000100000100000;000100000001010000;100001000000010000
011101001011101001;000110011101101101;010001110110000011;011011111100000100;100010001000000000;000001000000010001;010100000011110001;100100010000001000;100001110000010001;101001010011100010;010101000000010011;100000101000000000;000011000000000001;100000001000110010;110100101100000010;000000010111001010;000000010101011010;010111000000001001;110000101000000001;000000001100000000;001010101000000100;001000001001110000;001000000100000000;000000010010100001;000000110010000010
111110111100100001;011111011101000101;111010111110101010;100000100000000010;001000010000001001;000100000001010010;001001001000000000;111101110100001101;101001001000000110;001000110000010110;001000110000110001;100100001000000000;000000001000000010;000000101010111000;000000010100000101;100000000000010001;000000001001100010;001000010101001010;010110001110001000;111000010100100101;000011001010100100;100100101000000110;011010000000000010;101000000000000001;000000100000000010
110100011011110001;100011110111100111;000001011111111101;011001001000010001;000011011111011101;000000001000000010;000000011010000001;000100011100000011;000001101001000010;001001000100100001;111001011100000011;000011010000010001;001100111000100000;100100101100000000;100100000010010001;000010110101000000;010000010100011001;000010000001101000;011100001000111001;001110101000001010;100010001000110000;000111001010100110;000000001000000100;100000001000001000;000001010111000001
101010111111010101;000001101100000111;111010011010011101;000000100000001001;010111011110011100;100000010000000001;111001100110000011;100010000000000001;101010000000101001;010101010011001001;000000001000010000;000000001000000001;010001110000110010;000000000000000011;101001000000000101;100100010000001001;001100101000001000;000000001000000001;100000001000000010;100000110000001010;000100101101101000;100000101100000100;100110000110010100;101000101100000010;101100101000001000
100010101101011001;110010110011101111;110111001000000001;000100001000000101;010100001001111101;000100000010000011;000111000100011111;110001111010000011;000100011100100011;000000011000011110;000001000000000001;011100111000000101;010001001000011011;000000001100000011;000000101000000000;110000010000000000;100100100011010001;111101001100000001;111000101000010001;110000101100000001;100010100001100101;001000110001110011;100000100010000011;000000001000000001;111010110000001001
101000001101101111;100010101010000111;010101011110011101;001111010011111111;011011111110001101;101000000000000001;000100001000010001;110100111000000001;111010000001000101;010000000000000001;001000001010011001;001000101001100110;010100011001001001;001001001000000001;100000000000000001;000000001010011000;000000000000100010;000000000000100001;001001111011100110;000000001000000001;100100001001001000;100001001010001000;100000011100000010;000100101000000010;110010000100001001
110100101101101101;010111111111100001;111001001101101101;100111101001101101;010001001000010101;100011001101000000;100010001110110111;000110111000100001;110100111000010101;110100111000000101;010000111000000101;010001001000010111;001001101001110101;101000011001101001;101111010001001010;110001101100010001;110100001100000001;011001100001101011;000110011101000001;100101001101100001;100010001000010010;010000111000010001;011100111000010001;010000101010110001;010000011100110001
